type,name,description,time,price,location,area,note,id,full_text,vector_search
see,Highlands Coffee Han River,coffee chain with river view,morning,40k VND (~1.6$),1 Bach Dang,river,Popular local coffee chain with balcony views over the Han River. Great for early coffee or night lights.,see_122,coffee chain with river view morning 40k VND (~1.6$) 1 Bach Dang river Popular local coffee chain with balcony views over the Han River. Great for early coffee or night lights.,Popular local coffee chain with balcony views over the Han River. Great for early coffee or night lights.
see,Nguyen Van Troi Bridge,pedestrian bridge,evening,free,Nguyen Van Troi Street,river,"An old steel bridge turned into a walking-only path with open-air views, sunset strolls, and photo spots.",see_123,"pedestrian bridge evening free Nguyen Van Troi Street river An old steel bridge turned into a walking-only path with open-air views, sunset strolls, and photo spots.","An old steel bridge turned into a walking-only path with open-air views, sunset strolls, and photo spots."
see,Nui Than Tai Hot Springs Park,natural hot springs resort,morning,450k VND (~18$),"Hoa Phu, Hoa Vang",west,"A large resort featuring hot springs, mud baths, Japanese-style onsens, and water park fun zones.",see_124,"natural hot springs resort morning 450k VND (~18$) Hoa Phu, Hoa Vang west A large resort featuring hot springs, mud baths, Japanese-style onsens, and water park fun zones.","A large resort featuring hot springs, mud baths, Japanese-style onsens, and water park fun zones."
see,Tam Thai Pagoda,ancient mountain temple,morning,free,Marble Mountains,south,"Located on Thuy Son, this old pagoda blends into the rock with centuries-old carvings and peaceful vibes.",see_125,"ancient mountain temple morning free Marble Mountains south Located on Thuy Son, this old pagoda blends into the rock with centuries-old carvings and peaceful vibes.","Located on Thuy Son, this old pagoda blends into the rock with centuries-old carvings and peaceful vibes."
see,No Caption Cafe,minimalist cafe,afternoon,40k VND (~1.6$),27 Le Hong Phong,center,"Instagrammable café with bare concrete walls, soft lighting, and aesthetic drinks. Great for digital nomads.",see_126,"minimalist cafe afternoon 40k VND (~1.6$) 27 Le Hong Phong center Instagrammable café with bare concrete walls, soft lighting, and aesthetic drinks. Great for digital nomads.","Instagrammable café with bare concrete walls, soft lighting, and aesthetic drinks. Great for digital nomads."
see,Chua Quan Am,buddhist pagoda,morning,free,Son Tra Peninsula,north,"Less touristy than Linh Ung, this quiet pagoda features murals and forest trails in the mountain.",see_127,"buddhist pagoda morning free Son Tra Peninsula north Less touristy than Linh Ung, this quiet pagoda features murals and forest trails in the mountain.","Less touristy than Linh Ung, this quiet pagoda features murals and forest trails in the mountain."
see,Sun Wheel Da Nang,giant ferris wheel,evening,150k VND (~6$),"Asia Park, 1 Phan Dang Luu",center,One of the tallest Ferris wheels in Southeast Asia with panoramic views over the city at night.,see_128,"giant ferris wheel evening 150k VND (~6$) Asia Park, 1 Phan Dang Luu center One of the tallest Ferris wheels in Southeast Asia with panoramic views over the city at night.",One of the tallest Ferris wheels in Southeast Asia with panoramic views over the city at night.
see,Golden Pine Pub,riverside nightlife bar,evening,free entry,52 Bach Dang,river,"A casual bar popular with both locals and expats. Live music, darts, and river breeze by night.",see_129,"riverside nightlife bar evening free entry 52 Bach Dang river A casual bar popular with both locals and expats. Live music, darts, and river breeze by night.","A casual bar popular with both locals and expats. Live music, darts, and river breeze by night."
see,Misa Garden Cafe,garden coffee shop,morning,30k VND (~1.2$),12 Tran Quy Cap,center,"Hidden café with outdoor seating, vines, and birdsong. Ideal for peaceful mornings or reading.",see_130,"garden coffee shop morning 30k VND (~1.2$) 12 Tran Quy Cap center Hidden café with outdoor seating, vines, and birdsong. Ideal for peaceful mornings or reading.","Hidden café with outdoor seating, vines, and birdsong. Ideal for peaceful mornings or reading."
see,Tien Sa Beach,secluded beach,morning,free,Son Tra Peninsula,north,"Less crowded beach known for clear water, fishing boats, and clean shorelines. A peaceful getaway.",see_131,"secluded beach morning free Son Tra Peninsula north Less crowded beach known for clear water, fishing boats, and clean shorelines. A peaceful getaway.","Less crowded beach known for clear water, fishing boats, and clean shorelines. A peaceful getaway."
see,Bao Tang Da Nang,city museum,afternoon,40k VND (~1.6$),24 Tran Phu,center,"Da Nang Museum showcases historical artifacts, war memorabilia, and city development over time.",see_132,"city museum afternoon 40k VND (~1.6$) 24 Tran Phu center Da Nang Museum showcases historical artifacts, war memorabilia, and city development over time.","Da Nang Museum showcases historical artifacts, war memorabilia, and city development over time."
see,The Espresso Station,specialty coffee shop,afternoon,45k VND (~1.8$),11 Nguyen Chi Thanh,center,"Modern café with excellent cold brew, espresso, and cozy seating for students or creatives.",see_133,"specialty coffee shop afternoon 45k VND (~1.8$) 11 Nguyen Chi Thanh center Modern café with excellent cold brew, espresso, and cozy seating for students or creatives.","Modern café with excellent cold brew, espresso, and cozy seating for students or creatives."
see,Asia Park,amusement park,evening,200k VND (~8$),1 Phan Dang Luu,center,"Theme park with roller coasters, cultural areas, games, and the famous Sun Wheel.",see_134,"amusement park evening 200k VND (~8$) 1 Phan Dang Luu center Theme park with roller coasters, cultural areas, games, and the famous Sun Wheel.","Theme park with roller coasters, cultural areas, games, and the famous Sun Wheel."
see,Vong Canh Hill Da Nang,panoramic viewpoint,morning,free,Hoang Sa Street,north,"A lesser-known hilltop spot with views of Da Nang Bay and city skyline, especially beautiful at sunrise.",see_135,"panoramic viewpoint morning free Hoang Sa Street north A lesser-known hilltop spot with views of Da Nang Bay and city skyline, especially beautiful at sunrise.","A lesser-known hilltop spot with views of Da Nang Bay and city skyline, especially beautiful at sunrise."
see,Nam O Reef,natural rock reef,morning,free,Nam O Village,northwest,Natural rock formations where waves crash dramatically. Great for photography and local seafood afterward.,see_136,natural rock reef morning free Nam O Village northwest Natural rock formations where waves crash dramatically. Great for photography and local seafood afterward.,Natural rock formations where waves crash dramatically. Great for photography and local seafood afterward.
see,Cafe 43 Factory,industrial-style coffee roastery,afternoon,50k VND (~2$),422 Ngo Thi Si,center,"Hip roastery with in-house beans, clean design, and a focus on pour-over and cold brew.",see_137,"industrial-style coffee roastery afternoon 50k VND (~2$) 422 Ngo Thi Si center Hip roastery with in-house beans, clean design, and a focus on pour-over and cold brew.","Hip roastery with in-house beans, clean design, and a focus on pour-over and cold brew."
see,Danang Cathedral,pink catholic church,morning,free,156 Tran Phu,center,"French-built cathedral with pastel pink facade, stained glass, and rooster-shaped weather vane.",see_138,"pink catholic church morning free 156 Tran Phu center French-built cathedral with pastel pink facade, stained glass, and rooster-shaped weather vane.","French-built cathedral with pastel pink facade, stained glass, and rooster-shaped weather vane."
see,Hoa Khanh Park,urban park,afternoon,free,Ton Duc Thang Street,west,"Local park with walking paths, trees, and food vendors. Busy on weekends with families and kids.",see_139,"urban park afternoon free Ton Duc Thang Street west Local park with walking paths, trees, and food vendors. Busy on weekends with families and kids.","Local park with walking paths, trees, and food vendors. Busy on weekends with families and kids."
see,Memory Hostel Rooftop Cafe,rooftop cafe with view,evening,35k VND (~1.4$),202 Nguyen Chi Thanh,center,Small rooftop café atop a hostel with sunset view over Dragon Bridge and cheap drinks.,see_140,rooftop cafe with view evening 35k VND (~1.4$) 202 Nguyen Chi Thanh center Small rooftop café atop a hostel with sunset view over Dragon Bridge and cheap drinks.,Small rooftop café atop a hostel with sunset view over Dragon Bridge and cheap drinks.
see,Vinpearl River Safari,mini zoo and garden,afternoon,150k VND (~6$),"Hoa Phu, Hoa Vang",west,"New safari-themed park with deer, birds, gardens, and river kayaking.",see_141,"mini zoo and garden afternoon 150k VND (~6$) Hoa Phu, Hoa Vang west New safari-themed park with deer, birds, gardens, and river kayaking.","New safari-themed park with deer, birds, gardens, and river kayaking."
see,Giao Xu Chinh Toa Church,french-style church,morning,free,156 Tran Phu,center,"Known as the ‘Rooster Church,’ this pastel pink Catholic building is iconic in Da Nang’s cityscape.",see_142,"french-style church morning free 156 Tran Phu center Known as the ‘Rooster Church,’ this pastel pink Catholic building is iconic in Da Nang’s cityscape.","Known as the ‘Rooster Church,’ this pastel pink Catholic building is iconic in Da Nang’s cityscape."
see,Rong Cafe,artistic cafe space,afternoon,40k VND (~1.6$),48 Le Duan,center,"Themed around dragons and Vietnamese myths, this artsy café has murals, books, and Vietnamese drip coffee.",see_143,"artistic cafe space afternoon 40k VND (~1.6$) 48 Le Duan center Themed around dragons and Vietnamese myths, this artsy café has murals, books, and Vietnamese drip coffee.","Themed around dragons and Vietnamese myths, this artsy café has murals, books, and Vietnamese drip coffee."
see,Han River Waterfront Park,riverfront walkway,evening,free,Bach Dang Street,river,"Long stretch of riverside sidewalk with sculptures, flowers, night lights, and street performers.",see_144,"riverfront walkway evening free Bach Dang Street river Long stretch of riverside sidewalk with sculptures, flowers, night lights, and street performers.","Long stretch of riverside sidewalk with sculptures, flowers, night lights, and street performers."
see,Gallery of Cham Culture,small art gallery,afternoon,free,35 Phan Dinh Phung,center,"Exhibition space for Cham-inspired painting, pottery, and modern reimaginations of ancient themes.",see_145,"small art gallery afternoon free 35 Phan Dinh Phung center Exhibition space for Cham-inspired painting, pottery, and modern reimaginations of ancient themes.","Exhibition space for Cham-inspired painting, pottery, and modern reimaginations of ancient themes."
see,The Local Beans Cafe,local coffee roaster,morning,40k VND (~1.6$),51 Pham Hong Thai,center,"Chic café with house-roasted beans, barista workshops, and slow coffee culture aesthetic.",see_146,"local coffee roaster morning 40k VND (~1.6$) 51 Pham Hong Thai center Chic café with house-roasted beans, barista workshops, and slow coffee culture aesthetic.","Chic café with house-roasted beans, barista workshops, and slow coffee culture aesthetic."
see,Thuan Phuoc Lighthouse,lighthouse and jetty,afternoon,free,Thuan Phuoc Ward,north,"At the mouth of the Han River, this peaceful lighthouse offers fishing, long walks, and boat-watching.",see_147,"lighthouse and jetty afternoon free Thuan Phuoc Ward north At the mouth of the Han River, this peaceful lighthouse offers fishing, long walks, and boat-watching.","At the mouth of the Han River, this peaceful lighthouse offers fishing, long walks, and boat-watching."
see,Green House Library Cafe,book cafe,morning,35k VND (~1.4$),44 Quang Trung,center,"Library-style café with book-lined walls, quiet nooks, and specialty tea and coffee options.",see_148,"book cafe morning 35k VND (~1.4$) 44 Quang Trung center Library-style café with book-lined walls, quiet nooks, and specialty tea and coffee options.","Library-style café with book-lined walls, quiet nooks, and specialty tea and coffee options."
see,Tam's Pub and Surf Shop,retro pub and surf-themed cafe,afternoon,free entry,38 An Thuong 5,beach,"Tam’s is a chill space filled with Vietnam War memorabilia and surfboards, perfect for storytelling and beer.",see_149,"retro pub and surf-themed cafe afternoon free entry 38 An Thuong 5 beach Tam’s is a chill space filled with Vietnam War memorabilia and surfboards, perfect for storytelling and beer.","Tam’s is a chill space filled with Vietnam War memorabilia and surfboards, perfect for storytelling and beer."
see,Ho Xanh Lake,urban lake,morning,free,Hoa Cuong Bac Ward,center,"A quiet man-made lake with lotus blooms in summer, popular for walks, photography, and paddle boating.",see_150,"urban lake morning free Hoa Cuong Bac Ward center A quiet man-made lake with lotus blooms in summer, popular for walks, photography, and paddle boating.","A quiet man-made lake with lotus blooms in summer, popular for walks, photography, and paddle boating."
see,Da Nang Children's Cultural Palace,modern architecture park,afternoon,free,2 2 Thang 9 Street,center,"Famous for its white lotus-inspired structure, ideal for urban exploration and check-in photos.",see_151,"modern architecture park afternoon free 2 2 Thang 9 Street center Famous for its white lotus-inspired structure, ideal for urban exploration and check-in photos.","Famous for its white lotus-inspired structure, ideal for urban exploration and check-in photos."
see,Man Thai Fishing Village,traditional fishing village,morning,free,Son Tra District,north,"Early morning scenes of locals pulling in nets, fish drying on racks, and coracles floating at sunrise.",see_152,"traditional fishing village morning free Son Tra District north Early morning scenes of locals pulling in nets, fish drying on racks, and coracles floating at sunrise.","Early morning scenes of locals pulling in nets, fish drying on racks, and coracles floating at sunrise."
see,Cafe Minimal,japanese-style cafe,morning,45k VND (~1.8$),10 Ngo Thi Si,center,"Minimalist space with matcha lattes, slow music, and delicate pastries. Designed for calm and creativity.",see_153,"japanese-style cafe morning 45k VND (~1.8$) 10 Ngo Thi Si center Minimalist space with matcha lattes, slow music, and delicate pastries. Designed for calm and creativity.","Minimalist space with matcha lattes, slow music, and delicate pastries. Designed for calm and creativity."
see,Cau Sat Thanh Binh,steel railway bridge,morning,free,Lien Chieu District,west,"Rusty old train bridge with view over the river, ideal for photoshoots with a nostalgic vibe.",see_154,"steel railway bridge morning free Lien Chieu District west Rusty old train bridge with view over the river, ideal for photoshoots with a nostalgic vibe.","Rusty old train bridge with view over the river, ideal for photoshoots with a nostalgic vibe."
see,Hoa Vang Countryside,village area,morning,free,Hoa Vang District,west,"Rice paddies, bamboo fences, water buffalo, and small pagodas—true Vietnamese countryside just 30 mins from city center.",see_155,"village area morning free Hoa Vang District west Rice paddies, bamboo fences, water buffalo, and small pagodas—true Vietnamese countryside just 30 mins from city center.","Rice paddies, bamboo fences, water buffalo, and small pagodas—true Vietnamese countryside just 30 mins from city center."
see,Tropical Forest Cafe,jungle-themed coffee shop,afternoon,40k VND (~1.6$),45 Nguyen Chi Thanh,center,"A lush indoor jungle café with mist spray, treehouses, and wooden walkways.",see_156,"jungle-themed coffee shop afternoon 40k VND (~1.6$) 45 Nguyen Chi Thanh center A lush indoor jungle café with mist spray, treehouses, and wooden walkways.","A lush indoor jungle café with mist spray, treehouses, and wooden walkways."
see,Dinosaur Park Asia Park,outdoor sculpture park,afternoon,free,2 Thang 9 Street,center,"Features large dino statues and themed landscaping, great for families and quirky photos.",see_157,"outdoor sculpture park afternoon free 2 Thang 9 Street center Features large dino statues and themed landscaping, great for families and quirky photos.","Features large dino statues and themed landscaping, great for families and quirky photos."
see,Vinh Trung Plaza,mall and arcade,afternoon,free,255 Hung Vuong,center,"Shopping center with arcade games, fast food, and supermarket. Relaxed hangout on rainy days.",see_158,"mall and arcade afternoon free 255 Hung Vuong center Shopping center with arcade games, fast food, and supermarket. Relaxed hangout on rainy days.","Shopping center with arcade games, fast food, and supermarket. Relaxed hangout on rainy days."
see,Thien Thai Garden,zen-style tea and garden space,morning,50k VND (~2$),15 Nguyen Huu Tho,center,"Japanese-inspired tea house with bonsai, koi ponds, and calm music. Peaceful morning retreat.",see_159,"zen-style tea and garden space morning 50k VND (~2$) 15 Nguyen Huu Tho center Japanese-inspired tea house with bonsai, koi ponds, and calm music. Peaceful morning retreat.","Japanese-inspired tea house with bonsai, koi ponds, and calm music. Peaceful morning retreat."
see,Cung Thieu Nhi Art Wall,youth art mural street,afternoon,free,Nui Thanh Street,center,"An entire alley filled with painted walls by students and artists. Colorful, funky, and photogenic.",see_160,"youth art mural street afternoon free Nui Thanh Street center An entire alley filled with painted walls by students and artists. Colorful, funky, and photogenic.","An entire alley filled with painted walls by students and artists. Colorful, funky, and photogenic."
see,Nam Son Tea Space,quiet tea house,morning,40k VND (~1.6$),12 Tran Khanh Du,center,"Serene indoor tea house with antique décor, flower tea sets, and lo-fi music.",see_161,"quiet tea house morning 40k VND (~1.6$) 12 Tran Khanh Du center Serene indoor tea house with antique décor, flower tea sets, and lo-fi music.","Serene indoor tea house with antique décor, flower tea sets, and lo-fi music."
see,The Vegan Garden,plant-based cafe and garden,morning,45k VND (~1.8$),84 Ngo Thi Si,center,"Vegan café with smoothies, Buddha bowls, hammocks, and garden seats.",see_162,"plant-based cafe and garden morning 45k VND (~1.8$) 84 Ngo Thi Si center Vegan café with smoothies, Buddha bowls, hammocks, and garden seats.","Vegan café with smoothies, Buddha bowls, hammocks, and garden seats."
see,Chua Phuoc Lam,local buddhist temple,morning,free,Duy Tan Street,center,"Small, peaceful temple with bonsai trees and chanting monks. Less visited and very calming.",see_163,"local buddhist temple morning free Duy Tan Street center Small, peaceful temple with bonsai trees and chanting monks. Less visited and very calming.","Small, peaceful temple with bonsai trees and chanting monks. Less visited and very calming."
see,Funan Café,modern architecture café,afternoon,50k VND (~2$),49 Le Duan,center,"Concrete block architecture with open courtyard, good music, and excellent espresso drinks.",see_164,"modern architecture café afternoon 50k VND (~2$) 49 Le Duan center Concrete block architecture with open courtyard, good music, and excellent espresso drinks.","Concrete block architecture with open courtyard, good music, and excellent espresso drinks."
see,Da Nang Art Museum,contemporary art space,afternoon,60k VND (~2.4$),46 Tran Phu,center,"Small but growing art space with rotating exhibitions, local artists, and some installations.",see_165,"contemporary art space afternoon 60k VND (~2.4$) 46 Tran Phu center Small but growing art space with rotating exhibitions, local artists, and some installations.","Small but growing art space with rotating exhibitions, local artists, and some installations."
see,Suoi Mo Ecotourism Site,waterfall and forest,morning,50k VND (~2$),"Hoa Ninh, Hoa Vang",west,Natural waterfall pools and forest picnic areas. Popular for hiking and youth camping trips.,see_166,"waterfall and forest morning 50k VND (~2$) Hoa Ninh, Hoa Vang west Natural waterfall pools and forest picnic areas. Popular for hiking and youth camping trips.",Natural waterfall pools and forest picnic areas. Popular for hiking and youth camping trips.
see,90s House Coffee,retro vietnamese cafe,afternoon,35k VND (~1.4$),33 Pham Van Dong,beach,"Filled with cassette tapes, old posters, and vinyl players. 90s vibe with local drinks.",see_167,"retro vietnamese cafe afternoon 35k VND (~1.4$) 33 Pham Van Dong beach Filled with cassette tapes, old posters, and vinyl players. 90s vibe with local drinks.","Filled with cassette tapes, old posters, and vinyl players. 90s vibe with local drinks."
see,Giao Thoa Café,heritage fusion space,morning,45k VND (~1.8$),86 Le Lai,center,A fusion of traditional Vietnamese architecture and modern coffee service. Great balance of old and new.,see_168,heritage fusion space morning 45k VND (~1.8$) 86 Le Lai center A fusion of traditional Vietnamese architecture and modern coffee service. Great balance of old and new.,A fusion of traditional Vietnamese architecture and modern coffee service. Great balance of old and new.
see,Mikazuki Water Park,japanese-style water park,all-day,350k VND (~14$),Nguyen Tat Thanh Street,northwest,"Large indoor-outdoor water park with onsens, wave pools, and kids slides.",see_169,"japanese-style water park all-day 350k VND (~14$) Nguyen Tat Thanh Street northwest Large indoor-outdoor water park with onsens, wave pools, and kids slides.","Large indoor-outdoor water park with onsens, wave pools, and kids slides."
see,Han River Cruise,river boat tour,evening,150k VND (~6$),Bach Dang Pier,river,"One-hour night cruise along Han River with music, lights, and views of Da Nang bridges.",see_170,"river boat tour evening 150k VND (~6$) Bach Dang Pier river One-hour night cruise along Han River with music, lights, and views of Da Nang bridges.","One-hour night cruise along Han River with music, lights, and views of Da Nang bridges."
see,Da Nang Library,public library,afternoon,free,46 Bach Dang,center,"Quiet study space with free Wi-Fi, Vietnamese and English books. Good for solo visitors or remote work.",see_171,"public library afternoon free 46 Bach Dang center Quiet study space with free Wi-Fi, Vietnamese and English books. Good for solo visitors or remote work.","Quiet study space with free Wi-Fi, Vietnamese and English books. Good for solo visitors or remote work."
see,Tieu Chien Café,fan-themed idol café,afternoon,35k VND (~1.4$),56 Nguyen Thi Minh Khai,center,"Chinese idol-themed café with posters, merchandise, and custom drinks for fans.",see_172,"fan-themed idol café afternoon 35k VND (~1.4$) 56 Nguyen Thi Minh Khai center Chinese idol-themed café with posters, merchandise, and custom drinks for fans.","Chinese idol-themed café with posters, merchandise, and custom drinks for fans."
see,Sunset Beach Bar,beachfront bar,evening,free entry,Vo Nguyen Giap Street,beach,"Chill beach bar with beanbags on the sand, cocktails, sunset DJ, and ocean breeze.",see_173,"beachfront bar evening free entry Vo Nguyen Giap Street beach Chill beach bar with beanbags on the sand, cocktails, sunset DJ, and ocean breeze.","Chill beach bar with beanbags on the sand, cocktails, sunset DJ, and ocean breeze."
see,Hoa Trung Lake,seasonal lake and countryside view,morning,free,Hoa Lien Commune,west,"In dry season, this lake reveals green grass fields. Boat rides, camping, and golden hour photography.",see_174,"seasonal lake and countryside view morning free Hoa Lien Commune west In dry season, this lake reveals green grass fields. Boat rides, camping, and golden hour photography.","In dry season, this lake reveals green grass fields. Boat rides, camping, and golden hour photography."
see,Thuan Phuoc Field Film Studio,photo and movie set,afternoon,100k VND (~4$),Thuan Phuoc Ward,north,"Decorated like European village, windmill, and love bridge. Made for Instagram photoshoots and cosplay.",see_175,"photo and movie set afternoon 100k VND (~4$) Thuan Phuoc Ward north Decorated like European village, windmill, and love bridge. Made for Instagram photoshoots and cosplay.","Decorated like European village, windmill, and love bridge. Made for Instagram photoshoots and cosplay."
see,Da Nang Souvenirs & Cafe,gift shop with cafe,afternoon,free entry,34 Bach Dang,center,"Buy local crafts, snacks, and postcards while sipping coconut coffee in an air-conditioned space.",see_176,"gift shop with cafe afternoon free entry 34 Bach Dang center Buy local crafts, snacks, and postcards while sipping coconut coffee in an air-conditioned space.","Buy local crafts, snacks, and postcards while sipping coconut coffee in an air-conditioned space."
see,Giao Cafe Retro,retro-style cafe,morning,35k VND (~1.4$),17 Tran Quy Cap,center,"Vintage fans, tiled floors, old-school radios. A nostalgic spot for coffee lovers.",see_177,"retro-style cafe morning 35k VND (~1.4$) 17 Tran Quy Cap center Vintage fans, tiled floors, old-school radios. A nostalgic spot for coffee lovers.","Vintage fans, tiled floors, old-school radios. A nostalgic spot for coffee lovers."
see,Art In Paradise 3D Museum,3d interactive art museum,afternoon,140k VND (~5.6$),Lot A05 Tran Nhan Tong,south,Large indoor museum with 3D wall paintings for interactive photos and optical illusions.,see_178,3d interactive art museum afternoon 140k VND (~5.6$) Lot A05 Tran Nhan Tong south Large indoor museum with 3D wall paintings for interactive photos and optical illusions.,Large indoor museum with 3D wall paintings for interactive photos and optical illusions.
see,Mieu Ba Temple,local spirit shrine,morning,free,Thanh Khe District,west,A small shrine under a banyan tree where locals pray for luck and protection. Simple and spiritual.,see_179,local spirit shrine morning free Thanh Khe District west A small shrine under a banyan tree where locals pray for luck and protection. Simple and spiritual.,A small shrine under a banyan tree where locals pray for luck and protection. Simple and spiritual.
see,De L’amour Coffee and Garden,romantic-themed cafe,morning,40k VND (~1.6$),36 Ngo Thi Nham,center,"Rose archways, white garden furniture, and soft music. Often used for couple photoshoots.",see_180,"romantic-themed cafe morning 40k VND (~1.6$) 36 Ngo Thi Nham center Rose archways, white garden furniture, and soft music. Often used for couple photoshoots.","Rose archways, white garden furniture, and soft music. Often used for couple photoshoots."
see,Hoang Sa Exhibition House,maritime museum,morning,free,Hoang Sa Street,north,Government-run museum detailing Vietnam’s sovereignty over the Hoang Sa (Paracel) Islands.,see_181,maritime museum morning free Hoang Sa Street north Government-run museum detailing Vietnam’s sovereignty over the Hoang Sa (Paracel) Islands.,Government-run museum detailing Vietnam’s sovereignty over the Hoang Sa (Paracel) Islands.
see,The Temptation Cafe,dark tone modern cafe,afternoon,50k VND (~2$),31 Nguyen Thi Minh Khai,center,"Gothic-style café with dramatic lighting, candles, and specialty cold brews.",see_182,"dark tone modern cafe afternoon 50k VND (~2$) 31 Nguyen Thi Minh Khai center Gothic-style café with dramatic lighting, candles, and specialty cold brews.","Gothic-style café with dramatic lighting, candles, and specialty cold brews."
see,An Thuong Night Street,expat and tourist zone,evening,free,An Thuong 1–6 Streets,beach,"Rows of Western-style pubs, burger shops, and tattoo studios. Nightlife hub for foreigners.",see_183,"expat and tourist zone evening free An Thuong 1–6 Streets beach Rows of Western-style pubs, burger shops, and tattoo studios. Nightlife hub for foreigners.","Rows of Western-style pubs, burger shops, and tattoo studios. Nightlife hub for foreigners."
see,Chua An Long,vietnamese buddhist temple,morning,free,5 Thanh Binh Street,west,"A peaceful temple with dragon statues, stone lions, and shady courtyards. Known only by locals.",see_184,"vietnamese buddhist temple morning free 5 Thanh Binh Street west A peaceful temple with dragon statues, stone lions, and shady courtyards. Known only by locals.","A peaceful temple with dragon statues, stone lions, and shady courtyards. Known only by locals."
see,Maison de Éte,french-style cafe,afternoon,45k VND (~1.8$),22 Le Quy Don,center,"European bakery café with tarts, croissants, and sunlit indoor seating. Paris vibe in Da Nang.",see_185,"french-style cafe afternoon 45k VND (~1.8$) 22 Le Quy Don center European bakery café with tarts, croissants, and sunlit indoor seating. Paris vibe in Da Nang.","European bakery café with tarts, croissants, and sunlit indoor seating. Paris vibe in Da Nang."
see,Tay An Pier,fishing dock and sunset view,evening,free,Tay An Ward,west,"Wooden pier with old boats and sunset over riverside shacks. Quiet, rustic, and photo-friendly.",see_186,"fishing dock and sunset view evening free Tay An Ward west Wooden pier with old boats and sunset over riverside shacks. Quiet, rustic, and photo-friendly.","Wooden pier with old boats and sunset over riverside shacks. Quiet, rustic, and photo-friendly."
see,Goc Nha Tui Cafe,home-style tea house,morning,35k VND (~1.4$),11 Tran Ke Xuong,center,"Feels like a Vietnamese grandma’s house — bamboo chairs, lotus tea, and nostalgic objects.",see_187,"home-style tea house morning 35k VND (~1.4$) 11 Tran Ke Xuong center Feels like a Vietnamese grandma’s house — bamboo chairs, lotus tea, and nostalgic objects.","Feels like a Vietnamese grandma’s house — bamboo chairs, lotus tea, and nostalgic objects."
see,Bamboo 2 Bar,rooftop river bar,evening,free entry,216 Bach Dang,river,"Rooftop spot with cocktails, chill crowd, and view of Han River bridges. Popular expat meetup.",see_188,"rooftop river bar evening free entry 216 Bach Dang river Rooftop spot with cocktails, chill crowd, and view of Han River bridges. Popular expat meetup.","Rooftop spot with cocktails, chill crowd, and view of Han River bridges. Popular expat meetup."
see,T Museum Danang,private history gallery,afternoon,70k VND (~2.8$),12 Ngo Van So,center,"Small curated museum showing old Da Nang photos, war artifacts, and everyday relics.",see_189,"private history gallery afternoon 70k VND (~2.8$) 12 Ngo Van So center Small curated museum showing old Da Nang photos, war artifacts, and everyday relics.","Small curated museum showing old Da Nang photos, war artifacts, and everyday relics."
see,Lac Cafe,open-air lakeside cafe,morning,30k VND (~1.2$),Khuong Trung Lake,west,"Open hut-style café by the lake with hammocks, banana trees, and slow-brewed coffee.",see_190,"open-air lakeside cafe morning 30k VND (~1.2$) Khuong Trung Lake west Open hut-style café by the lake with hammocks, banana trees, and slow-brewed coffee.","Open hut-style café by the lake with hammocks, banana trees, and slow-brewed coffee."
see,Da Nang Fine Arts Museum,local fine arts space,afternoon,50k VND (~2$),78 Le Duan,center,"Three-floor museum with paintings, ceramics, and woodcarvings from regional artists.",see_191,"local fine arts space afternoon 50k VND (~2$) 78 Le Duan center Three-floor museum with paintings, ceramics, and woodcarvings from regional artists.","Three-floor museum with paintings, ceramics, and woodcarvings from regional artists."
see,Thanh Binh Beach,quiet beach,morning,free,Thanh Binh Ward,west,Less touristic beach with calm waters and local fishermen. Great for peaceful sunrise or sunset.,see_192,quiet beach morning free Thanh Binh Ward west Less touristic beach with calm waters and local fishermen. Great for peaceful sunrise or sunset.,Less touristic beach with calm waters and local fishermen. Great for peaceful sunrise or sunset.
see,Ben Xuan Garden House Theatre,cultural performance venue,evening,300k VND (~12$),Tran Hung Dao Street,river,An elegant venue for traditional Vietnamese music in a garden setting by the river.,see_193,cultural performance venue evening 300k VND (~12$) Tran Hung Dao Street river An elegant venue for traditional Vietnamese music in a garden setting by the river.,An elegant venue for traditional Vietnamese music in a garden setting by the river.
see,Tiệm Cà Phê Nhà,nostalgia-themed cafe,morning,35k VND (~1.4$),6 Nguyen Van Linh,center,"Rustic interior with black-and-white photos, rattan fans, and soft instrumental background music.",see_194,"nostalgia-themed cafe morning 35k VND (~1.4$) 6 Nguyen Van Linh center Rustic interior with black-and-white photos, rattan fans, and soft instrumental background music.","Rustic interior with black-and-white photos, rattan fans, and soft instrumental background music."
see,Zone 5 Military Museum,military history museum,afternoon,30k VND (~1.2$),3 Duy Tan,center,"Displays of old tanks, warplanes, and uniforms from Vietnam’s wars. Outdoor and indoor zones.",see_195,"military history museum afternoon 30k VND (~1.2$) 3 Duy Tan center Displays of old tanks, warplanes, and uniforms from Vietnam’s wars. Outdoor and indoor zones.","Displays of old tanks, warplanes, and uniforms from Vietnam’s wars. Outdoor and indoor zones."
see,Kokogreen Smoothie Bar,vegan smoothie cafe,afternoon,50k VND (~2$),31 An Thuong 5,beach,"Bright smoothie bar serving açai bowls, juices, and detox options with beachy vibe.",see_196,"vegan smoothie cafe afternoon 50k VND (~2$) 31 An Thuong 5 beach Bright smoothie bar serving açai bowls, juices, and detox options with beachy vibe.","Bright smoothie bar serving açai bowls, juices, and detox options with beachy vibe."
