"type"; "name"; "description"; "time"; "price"; "location"; "area"; "note"
"stay"; "Hue Backpackers Hostel"; "hostel"; "all-day"; "150k VND (~6$)/night"; "Chu Van An Street"; "center"; "Party-friendly hostel with live music, free shots, and nightly pub crawls."
"stay"; "Orchid Garden Resort"; "resort"; "all-day"; "2.5M VND (~100$)/night"; "Thuy Bieu"; "south"; "Garden resort with small villas, orchid greenhouse, and breakfast buffet."
"stay"; "La Siesta Hue"; "hotel"; "all-day"; "1.4M VND (~56$)/night"; "Ben Nghe Street"; "center"; "Modern minimalist hotel with excellent river view and rooftop bar."
"stay"; "Hue House of Peace"; "homestay"; "all-day"; "310k VND (~12.5$)/night"; "Kim Long"; "north"; "Tranquil house with koi pond and family-run vegetarian meals. Great for writers."
"stay"; "Tropical Vibes Villa"; "villa"; "all-day"; "2.3M VND (~92$)/night"; "Tam Giang Lagoon"; "north"; "Colorful tropical design, direct lagoon access, BBQ space, and night kayaking."
"stay"; "The Green Door Homestay"; "homestay"; "all-day"; "295k VND (~11.8$)/night"; "Dang Huy Tru Street"; "center"; "Personalized maps, tour recommendations, and green-painted doors throughout."
"stay"; "Royal Hue Lodge"; "hotel"; "all-day"; "1.2M VND (~48$)/night"; "near Citadel Gate"; "citadel"; "Wood-heavy decor, royal portraits in every room, and quiet neighborhood."
"stay"; "Starry Night Hostel"; "hostel"; "all-day"; "160k VND (~6.5$)/night"; "Le Loi"; "center"; "Constellation-themed rooms with glow-in-the-dark walls and stargazing rooftop."
"stay"; "Sunleaf Eco Homestay"; "homestay"; "all-day"; "310k VND (~12.4$)/night"; "Thuy Thanh Village"; "east"; "Solar-powered, bamboo-built, plastic-free home. Ideal for eco-conscious guests."
"stay"; "Rose Hue Villa"; "villa"; "all-day"; "2M VND (~80$)/night"; "Phan Dang Luu"; "center"; "Private villa with rose-covered walls, romantic lighting, and full kitchen."
"stay"; "Lantern River Homestay"; "homestay"; "all-day"; "300k VND (~12$)/night"; "Doi Cung Street"; "center"; "Every room decorated with handmade paper lanterns. Very local feel."
"stay"; "Hue Lotus Retreat"; "resort"; "all-day"; "2.6M VND (~104$)/night"; "near Perfume River"; "south"; "Luxury retreat with lotus pond, organic food, yoga platform, and moonlight spa."
"stay"; "Happy Buddha Homestay"; "homestay"; "all-day"; "280k VND (~11$)/night"; "Kim Long"; "north"; "Decorated with laughing Buddha statues and peaceful pond. Hosts offer free tea meditation."
"stay"; "Terracotta Villa"; "villa"; "all-day"; "2.2M VND (~88$)/night"; "Thuy Bieu"; "south"; "Earthy clay-colored walls, large kitchen space, hammock garden and mountain view."
"stay"; "Ngoc Lan Guesthouse"; "homestay"; "all-day"; "270k VND (~10.8$)/night"; "Phan Boi Chau"; "center"; "Basic but comfortable guesthouse with free laundry and homecooked meals."
"stay"; "Hue Downtown Hostel"; "hostel"; "all-day"; "150k VND (~6$)/night"; "Vo Thi Sau"; "center"; "Perfect location near bars and food. Free map, welcome drink, and tour desk."
"stay"; "Harmony Hue Hotel"; "hotel"; "all-day"; "1M VND (~40$)/night"; "Le Loi"; "center"; "Balanced décor, spacious rooms, and walking distance to river park."
